year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,64553.71,25075.63,79970.53,48352.24
2018,63970.83,25080.7,79970.53,49594.8
2019,64302.93,25085.88,79970.53,50837.35
2020,65027.47,25091.07,79970.53,52079.91
2021,65185.39,25096.2,79970.53,53322.47
2022,65590.24,25101.39,79970.53,54565.02
2023,66019.34,25106.63,79970.53,55807.58
2024,66425.13,25112.01,79970.53,57050.13
2025,66813.32,25117.49,79970.53,58292.69
2026,67271.13,25123.09,79970.53,59535.24
2027,67638.28,25128.67,79970.53,60777.8
2028,68092.78,25134.24,79970.53,62020.36
2029,68544.31,25140.68,79970.53,63262.91
2030,68993.76,25146.95,79970.53,64505.47
2031,69445.59,25152.99,79970.53,66990.58
2032,69821.37,25158.33,79970.53,68233.13
2033,70196.94,25163.44,79970.53,69475.69
2034,70572.94,25168.64,79970.53,70718.25
2035,71023.89,25173.86,79970.53,71960.8
2036,71399.68,25179.32,79970.53,73203.36
2037,71850.7,25184.99,79970.53,74445.91
2038,72226.51,25190.5,79970.53,75688.47
2039,72602.33,25195.57,79970.53,76931.03
2040,72978.16,25200.3,79970.53,78173.58
