year,Base case cost,Modeled non-residential energy efficiency
2017,585032.070238,609551.920525
2018,612287.087087,633068.821577
2019,649353.910002,665777.398784
2020,666797.120786,680234.63892
2021,678789.328199,689652.329031
2022,688601.134265,697078.585973
2023,694052.137635,700479.702845
2024,699503.141005,703920.211822
2025,706044.345049,708415.559065
2026,713675.749767,713964.842955
2027,719126.753137,717518.074801
2028,724577.756506,721107.133577
2029,732209.161224,726763.918359
2030,735479.763246,728389.392775
2031,744201.368638,735130.080586
