year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,114083.11,363830.82,228827.76,34779.56,221201.26,185557.38
2018,120376.35,383823.45,247106.87,35974.88,228463.64,194274.86
2019,128930.41,411013.43,270582.62,37587.08,238340.48,205412.5
2020,132971.64,423808.71,285528.93,38378.24,242988.41,212210.54
2021,135759.45,432605.47,298206.74,38941.31,246183.86,217830.2
2022,138046.63,439802.82,310066.6,39414.39,248798.32,223002.55
2023,139330.75,443801.35,319917.82,39704.95,250250.79,227180.13
2024,140616.22,447799.87,329893.3,39997.91,251703.27,231391.09
2025,142153.97,452598.1,340575.96,40339.0,253446.24,235905.83
2026,143944.3,458196.04,352003.08,40728.7,255479.71,240734.35
2027,145232.7,462194.57,362388.6,41026.4,256932.19,245055.47
2028,146521.58,466193.09,372898.38,41324.69,258384.66,249409.97
2029,148318.96,471791.03,384797.67,41727.28,260418.13,254365.34
2030,149110.36,474190.15,394290.7,41942.52,261289.62,258219.12
2031,151158.42,480587.79,414840.23,42389.04,263613.58,266574.28
2032,152951.62,486185.73,427311.1,42781.54,265647.05,271683.21
2033,154744.14,491783.66,439955.92,43172.15,267680.52,276838.87
2034,156537.9,497381.6,452774.7,43564.8,269713.98,282041.26
2035,157829.05,501380.13,464328.22,43864.69,271166.46,286676.17
2036,159877.64,507777.77,478202.1,44309.55,273490.42,292275.8
2037,160921.05,510976.59,489296.96,44569.69,274652.4,296673.7
2038,162971.45,517374.23,503518.75,45017.15,276976.37,302366.81
2039,164264.07,521372.76,515631.43,45318.42,278428.84,307151.93
2040,166562.93,528570.11,530995.3,45805.3,281043.3,313265.64
