year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,865780
2004,,0,0,0,0,0,820054
2005,,0,0,0,0,0,824999
2006,,0,0,0,0,0,821160
2007,,0,0,0,0,0,809695
2008,,0,0,0,0,0,836192
2009,,0,0,0,0,0,869857
2010,,0,0,0,0,0,859541
2011,,0,0,82,0,0,925902
2012,,0,0,148440,0,0,879880
2013,,0,0,295186,0,0,840976
2014,start of forecast,0,0,147903,0,0,882097
2015,,0,0,197176,0,0,837824
2016,,0,0,213422,0,0,826578
2017,,0,0,186167,0,0,858833
2018,,0,0,198922,0,0,851078
2019,,0,0,199503,0,0,855497
2020,,0,0,194864,0,0,865136
2021,,0,0,197763,0,0,867237
2022,,0,0,197377,0,0,872623
2023,,0,0,196668,0,0,878332
2024,,0,0,197269,0,0,883731
2025,,0,0,197105,0,0,888895
2026,,0,0,197014,0,0,894986
2027,,0,0,197129,0,0,899871
2028,,0,0,197083,0,0,905917
2029,,0,0,197075,0,0,911925
2030,,0,0,197096,0,0,917904
2031,,0,0,197084,0,0,923916
2032,,0,0,197085,0,0,928915
2033,,0,0,197088,0,0,933912
2034,,0,0,197086,0,0,938914
2035,,0,0,197087,0,0,944913
2036,,0,0,197087,0,0,949913
2037,,0,0,197087,0,0,955913
2038,,0,0,197087,0,0,960913
2039,,0,0,197087,0,0,965913
2040,,0,0,197087,0,0,970913
