year,Base case diesel consumed,Modeled diesel efficiency
2019,64302.9264327,58457.2058479
2020,65027.4686664,59115.8806059
2021,65185.3872402,59259.4429456
2022,65590.2385059,59627.4895508
2023,66019.3425303,60017.5841185
2024,66425.1315909,60386.4832645
2025,66813.3248947,60739.3862679
2026,67271.1299838,61155.5727126
2027,67638.2828422,61489.3480383
2028,68092.7762188,61902.5238352
2029,68544.3148066,62313.0134605
2030,68993.7645605,62721.604146
2031,69445.5918,63132.3561818
2032,69821.3658878,63473.9689889
2033,70196.9399554,63815.3999594
2034,70572.9436072,64157.2214611
2035,71023.8919822,64567.1745293
2036,71399.6792006,64908.7992733
2037,71850.7019085,65318.8199169
2038,72226.5117161,65660.4651965
