year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,818496.0,408959.0,409537.0
2004,,769723.0,397225.0,372498.0
2005,,791055.0,387650.0,403405.0
2006,,777835.0,378192.0,399643.0
2007,,769321.0,382960.0,386361.0
2008,,788510.0,392192.0,396318.0
2009,,819375.0,403711.0,415664.0
2010,,756236.0,378431.0,377805.0
2011,,886014.0,393487.0,492527.0
2012,,934253.0,454798.0,479455.0
2013,,1016971.0,484780.0,532191.0
2014,start of forecast,947422.0,446031.0,501391.0
2015,,952112.0,450721.0,501391.0
2016,,956769.0,455378.0,501391.0
2017,,961339.0,459948.0,501391.0
2018,,965940.0,464549.0,501391.0
2019,,970640.0,469249.0,501391.0
2020,,975347.0,473956.0,501391.0
2021,,980011.0,478620.0,501391.0
2022,,984716.0,483325.0,501391.0
2023,,989467.0,488076.0,501391.0
2024,,994352.0,492961.0,501391.0
2025,,999327.0,497936.0,501391.0
2026,,1004412.0,503021.0,501391.0
2027,,1009475.0,508084.0,501391.0
2028,,1014526.0,513135.0,501391.0
2029,,1020369.0,518978.0,501391.0
2030,,1026059.0,524668.0,501391.0
2031,,1031541.0,530150.0,501391.0
2032,,1036391.0,535000.0,501391.0
2033,,1041030.0,539639.0,501391.0
2034,,1045746.0,544355.0,501391.0
2035,,1050481.0,549090.0,501391.0
2036,,1055438.0,554047.0,501391.0
2037,,1060585.0,559194.0,501391.0
2038,,1065579.0,564188.0,501391.0
2039,,1070185.0,568794.0,501391.0
2040,,1074477.0,573086.0,501391.0
