year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,79970.5299704,58986.2721781
2018,79970.5299704,58986.2721781
2019,79970.5299704,58986.2721781
2020,79970.5299704,58986.2721781
2021,79970.5299704,58986.2721781
2022,79970.5299704,58986.2721781
2023,79970.5299704,58986.2721781
2024,79970.5299704,58986.2721781
2025,79970.5299704,58986.2721781
2026,79970.5299704,58986.2721781
2027,79970.5299704,58986.2721781
2028,79970.5299704,58986.2721781
2029,79970.5299704,58986.2721781
2030,79970.5299704,58986.2721781
2031,79970.5299704,58986.2721781
