year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,53903.78,1942.0,67515.17,64477.75
2018,53829.79,1923.64,67515.17,63405.02
2019,53829.79,1907.52,67515.17,62332.29
2020,53755.79,1890.4,67515.17,62332.29
2021,53681.8,1872.2,67515.17,61259.56
2022,53607.8,1854.2,67515.17,61259.56
2023,53533.8,1835.38,67515.17,60186.84
2024,53459.81,1817.05,67515.17,59114.11
2025,53385.81,1798.66,67515.17,59114.11
2026,53311.82,1780.51,67515.17,58041.38
2027,53237.82,1761.67,67515.17,56968.65
2028,53163.83,1743.05,67515.17,56968.65
2029,53089.83,1731.26,67515.17,55895.93
2030,53015.83,1717.85,67515.17,55895.93
2031,53015.83,1702.42,67515.17,54823.2
