year,Base case cost,Modeled diesel efficiency
2019,424427.471254,656738.853587
2020,454759.333683,684313.273976
2021,477248.762493,704758.209258
2022,493861.404237,719860.610843
2023,509396.742331,733983.645475
2024,521618.700644,745094.516668
2025,535560.074139,757768.492573
2026,551033.196138,771834.967117
2027,565317.65034,784820.834574
2028,577887.553081,796248.018884
2029,594392.448856,811252.469589
2030,606438.931907,822203.817816
2031,623019.136507,837276.731089
2032,640883.491558,853517.053863
2033,658644.594476,869663.511061
2034,676886.304961,886246.884229
2035,690207.377755,898356.950406
2036,709106.612545,915538.072942
2037,721603.871635,926899.217569
2038,742609.436291,945995.185439
