year,Base case cost,Modeled water and wastewater efficiency
2017,153931.760639,126073.544806
2018,165322.93941,132458.908458
2019,179446.84933,140259.281967
2020,188640.875208,145496.496169
2021,196425.708443,149984.731646
2022,203068.243087,153868.961374
2023,209376.284148,157567.633709
2024,215142.085881,160983.524769
2025,221212.529193,164553.059024
2026,227639.540828,168306.980782
2027,233719.042804,171870.810738
2028,239486.57055,175267.908585
2029,246571.856929,179409.110343
2030,252599.560336,182987.161812
2031,259504.831314,187006.127858
