year,annotation,diesel generation efficiency
2002,,12.01
2003,,12.38
2004,,12.45
2005,,12.76
2006,,12.73
2007,,12.5
2008,,12.49
2009,,12.91
2010,,13.02
2011,,13.37
2012,,13.34
2013,,13.41
2014,,13.36
2015,,13.3
2016,start of forecast,13.36
2017,,13.36
2018,,13.36
2019,,13.36
2020,,13.36
2021,,13.36
2022,,13.36
2023,,13.36
2024,,13.36
2025,,13.36
2026,,13.36
2027,,13.36
2028,,13.36
2029,,13.36
2030,,13.36
2031,,13.36
2032,,13.36
2033,,13.36
2034,,13.36
2035,,13.36
2036,,13.36
2037,,13.36
2038,,13.36
2039,,13.36
2040,,13.36
