year,Base case cost,Modeled water and wastewater efficiency
2017,32641.8790198,14270.3376543
2018,34386.3750128,14766.0019623
2019,36793.8077337,15460.8741357
2020,37997.6422854,15793.24278
2021,38827.1527543,16020.5032848
2022,39488.6724832,16189.2365545
2023,39944.8467248,16295.8456605
2024,40332.7576815,16382.5174165
2025,40792.6346825,16493.1319721
2026,41341.1010163,16636.8619799
2027,41813.1403068,16756.040329
2028,42218.4929805,16856.0760598
2029,42739.3196999,17003.9681394
2030,43120.0973972,17108.9550759
2031,43760.0142789,17290.4975689
