year,Base case diesel consumed,Modeled solar power (pv)
2016,52187.3725375,51287.7569586
2017,52636.6182122,51744.1995579
2018,53160.7381659,52275.4588609
2019,53535.1095614,52656.9124909
2020,53909.480957,53038.309463
2021,54433.6009107,53569.3987887
2022,54807.9723063,53950.6838012
2023,55107.4694227,54257.0392256
2024,55406.9665391,54563.3397836
2025,55706.4636555,54869.5859141
2026,56080.8350511,55250.6523316
2027,56455.2064466,55631.6651889
2028,56829.5778421,56012.6249145
2029,57428.572075,56618.1547707
2030,58027.5663079,57223.632342
2031,58551.6862616,57754.1837675
2032,58926.0576571,58134.935183
2033,59450.1776109,58665.3841165
2034,59824.5490064,59046.03386
2035,60648.1660766,59875.8790514
