year,Base case cost,Modeled diesel efficiency
2019,148292.253485,331623.198958
2020,158493.874014,336284.616795
2021,166022.482778,338624.13603
2022,172097.033042,339747.362117
2023,176343.902153,339312.163619
2024,180072.641252,338506.625057
2025,184388.3947,338333.063287
2026,189553.222473,339027.410098
2027,194205.910176,339349.947316
2028,198335.226669,339288.26701
2029,203871.430866,340595.003777
2030,208318.963045,340999.37097
2031,214884.68858,343414.653864
2032,220383.455638,344943.261059
2033,226505.176697,347119.524548
2034,232717.495635,349457.577993
2035,238953.774342,351894.979651
2036,245611.59524,354791.350134
2037,250190.157407,355871.458716
2038,256663.038836,358745.915269
