year,Base case cost,Modeled residential energy efficiency
2017,424256.085976,420817.793188
2018,450428.043818,445374.77793
2019,484884.630144,477766.623252
2020,497818.628907,489475.619372
2021,514867.708609,505586.431567
2022,530638.643208,520521.339487
2023,535365.918488,524560.654734
2024,548255.8938,536818.379369
2025,553064.33635,540957.928736
2026,567800.627656,554988.463561
2027,581897.84641,568434.972699
2028,586040.160652,571981.413624
2029,600367.353338,585675.237892
2030,622556.370463,607331.379352
2031,629508.742331,613574.794884
2032,645205.512999,628616.65148
2033,661091.673965,643855.690727
2034,678076.855345,660155.297225
2035,692509.008789,674047.495817
2036,709886.498642,690754.099357
