year,Base case cost,Modeled water and wastewater efficiency
2017,137059.220138,120169.666019
2018,152420.192447,132598.122824
2019,171719.802105,148202.406037
2020,185919.650252,159815.654268
2021,199330.417934,170832.104778
2022,212393.706308,181596.840932
2023,225181.42216,192161.614659
2024,237795.05851,202603.190898
2025,251286.721912,213764.871809
2026,265619.767121,225616.997493
2027,279872.304606,237417.160696
2028,294246.748923,249327.232699
2029,309726.596963,262148.183816
2030,324467.981988,274379.976092
2031,341100.902836,288160.599591
