year,Base case cost,Modeled wind power
2019,1020856.40269,1185471.59731
2020,1083531.13898,1236795.45962
2021,1134023.63066,1279180.18417
2022,1177123.5242,1316199.25237
2023,1214288.87264,1348905.32888
2024,1247062.36531,1378435.7147
2025,1283983.03782,1411302.50365
2026,1325753.37167,1448208.17722
2027,1364361.3847,1482762.30669
2028,1402137.6535,1516890.08028
2029,1444931.31744,1555224.4723
2030,1480366.23777,1587821.67413
2031,1526937.75941,1629528.5355
2032,1574229.45922,1671955.57503
2033,1624929.6946,1717385.76178
2034,1677037.97063,1764223.98918
2035,1719194.55388,1803137.46557
2036,1773409.50494,1852082.368
2037,1817999.7672,1893429.5234
2038,1875023.87478,1945183.58235
