year,Base case diesel consumed,Modeled residential ashp
2017,128894.577824,27862.97543
2018,132059.921641,31028.3192476
2019,136280.380065,35248.7776712
2020,140500.838488,39469.2360948
2021,144721.296912,43689.6945184
2022,148941.755336,47910.1529419
2023,154217.328365,53185.7259714
2024,158437.786789,57406.184395
2025,163713.359818,62681.7574244
2026,167933.818242,66902.215848
2027,173209.391271,72177.7888774
2028,177429.849695,76398.247301
2029,182705.422724,81673.8203305
2030,187980.995754,86949.3933599
2031,193256.568783,92224.9663894
