year,Base case cost,Modeled residential energy efficiency
2017,1480662.97558,1413679.06687
2018,1596375.70204,1516416.03229
2019,1756914.65087,1659561.93973
2020,1858904.57284,1753821.62108
2021,1948501.56979,1837897.01758
2022,2030352.9886,1915607.23607
2023,2119140.9683,2001358.33553
2024,2189530.00917,2069538.73622
2025,2278676.12631,2155924.05314
2026,2359694.7044,2233629.67096
2027,2451418.19056,2322592.3569
2028,2528034.27182,2396723.71796
2029,2624515.69803,2490168.26393
2030,2712661.44545,2576381.45119
2031,2814222.98284,2674630.02832
2032,2917330.94164,2774425.02685
2033,3024616.93246,2878121.97739
2034,3133578.21314,2983494.21778
2035,3230412.38837,3078119.75283
2036,3357622.76993,3201741.09411
