year,Base case cost,Modeled non-residential energy efficiency
2017,527855.979276,549949.294648
2018,566090.523585,584258.69733
2019,617707.158401,631072.676787
2020,641603.748594,652079.256389
2021,657853.429925,665987.866918
2022,670279.656825,676361.649062
2023,678882.429295,683199.92293
2024,686529.338156,689174.902236
2025,694176.247018,695176.897827
2026,704690.746703,703878.154172
2027,713293.519172,710823.256792
2028,719984.564426,716011.601842
2029,729543.200503,723897.395714
2030,735278.38215,728243.347976
2031,745792.881834,737067.529233
