year,Base case cost,Modeled water and wastewater efficiency
2017,64129.9359357,51736.1742416
2018,68804.207593,54682.9297617
2019,75119.2643557,58738.6171344
2020,78037.5322573,60512.6135606
2021,80019.2024361,61660.622219
2022,81534.2801501,62498.5727779
2023,82583.069629,63026.4990122
2024,83514.1647259,63479.5266992
2025,84444.6511031,63936.3760407
2026,85722.6771504,64631.9767663
2027,86764.1779744,65172.770858
2028,87571.7502422,65559.8607811
2029,88730.8054406,66187.2448655
2030,89421.3491207,66502.918754
2031,90696.9409208,67216.0754643
