year,Base case cost,Modeled biomass for heat (cordwood)
2017,601390.935309,608648.715974
2018,644940.052141,643787.25868
2019,703741.789764,691626.544384
2020,730946.196595,713229.486272
2021,754375.652222,732553.197274
2022,768607.169845,743438.00687
2023,778459.848261,750702.477073
2024,787215.886677,757076.182347
2025,795971.605092,763470.897276
2026,808000.981924,772607.999813
2027,823186.506758,785289.658914
2028,830872.302797,790859.52104
2029,841874.779628,799213.36261
2030,848463.57646,803908.602779
2031,866160.961294,818810.763895
2032,878343.168125,828215.813922
2033,889414.224957,836711.390938
2034,902713.07258,847083.921671
2035,910460.150203,852841.676101
2036,928598.055038,868270.555446
