year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8996.98389612,5848.03953248
2018,8992.54383033,5845.15348971
2019,8989.50610085,5843.17896556
2020,8985.94898756,5840.86684191
2021,8982.51506145,5838.63478995
2022,8979.86487222,5836.91216694
2023,8978.03903832,5835.72537491
2024,8975.98414285,5834.38969285
2025,8973.72948437,5832.92416484
2026,8970.15772179,5830.60251916
2027,8965.69435031,5827.7013277
2028,8961.33618736,5824.86852178
2029,8957.28898882,5822.23784273
2030,8953.06266945,5819.49073514
2031,8949.04943062,5816.8821299
