year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,,,,,,
2004,,,,,,,
2005,,,,,,,
2006,,,,,,,
2007,,0.0,0.0,0.0,0.0,0.0,665330.0
2008,,0.0,0.0,0.0,0.0,0.0,0.0
2009,,0.0,0.0,0.0,0.0,0.0,0.0
2010,,0.0,0.0,0.0,0.0,0.0,0.0
2011,,0.0,0.0,0.0,0.0,0.0,0.0
2012,,0.0,0.0,0.0,0.0,0.0,275400.0
2013,,0.0,0.0,0.0,0.0,0.0,740307.0
2014,start of forecast,0.0,0.0,0.0,0.0,0.0,532000.0
2015,,0.0,0.0,0.0,0.0,0.0,532000.0
2016,,0.0,0.0,0.0,0.0,0.0,531000.0
2017,,0.0,0.0,0.0,0.0,0.0,530000.0
2018,,0.0,0.0,0.0,0.0,0.0,529000.0
2019,,0.0,0.0,0.0,0.0,0.0,529000.0
2020,,0.0,0.0,0.0,0.0,0.0,528000.0
2021,,0.0,0.0,0.0,0.0,0.0,527000.0
2022,,0.0,0.0,0.0,0.0,0.0,526000.0
2023,,0.0,0.0,0.0,0.0,0.0,526000.0
2024,,0.0,0.0,0.0,0.0,0.0,525000.0
2025,,0.0,0.0,0.0,0.0,0.0,525000.0
2026,,0.0,0.0,0.0,0.0,0.0,524000.0
2027,,0.0,0.0,0.0,0.0,0.0,523000.0
2028,,0.0,0.0,0.0,0.0,0.0,521000.0
2029,,0.0,0.0,0.0,0.0,0.0,520000.0
2030,,0.0,0.0,0.0,0.0,0.0,519000.0
2031,,0.0,0.0,0.0,0.0,0.0,518000.0
2032,,0.0,0.0,0.0,0.0,0.0,517000.0
2033,,0.0,0.0,0.0,0.0,0.0,516000.0
2034,,0.0,0.0,0.0,0.0,0.0,516000.0
2035,,0.0,0.0,0.0,0.0,0.0,515000.0
2036,,0.0,0.0,0.0,0.0,0.0,514000.0
2037,,0.0,0.0,0.0,0.0,0.0,513000.0
2038,,0.0,0.0,0.0,0.0,0.0,512000.0
2039,,0.0,0.0,0.0,0.0,0.0,512000.0
2040,,0.0,0.0,0.0,0.0,0.0,511000.0
