year,Base case cost,Modeled diesel efficiency
2019,224579.509249,368018.392762
2020,235568.159329,374167.718339
2021,242868.275201,377053.839358
2022,248319.800793,378347.322542
2023,252412.984323,378491.787953
2024,255564.580006,377864.091205
2025,259196.048284,377754.504409
2026,263686.099418,378505.390965
2027,267252.720047,378494.86502
2028,269384.046072,377255.76586
2029,273363.097741,377770.870425
2030,275529.873813,376711.159913
2031,279925.679699,377748.844193
2032,284302.463608,378838.575675
2033,288214.073724,379573.136658
2034,293567.895527,381684.926872
2035,296115.975768,381310.62075
2036,300429.6413,382604.456445
2037,302950.053212,382329.6478
2038,307671.826607,384116.219644
