year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,108932.0,90528.6485126
2018,108928.0,90524.6485126
2019,108925.0,90521.6485126
2020,108921.0,90517.6485126
2021,109635.0,91231.6485126
2022,109632.0,91228.6485126
2023,109630.0,91226.6485126
2024,109628.0,91224.6485126
2025,109626.0,91222.6485126
2026,109622.0,91218.6485126
2027,110335.0,91931.6485126
2028,110330.0,91926.6485126
2029,110326.0,91922.6485126
2030,110322.0,91918.6485126
2031,111035.0,92631.6485126
2032,111031.0,92627.6485126
2033,111027.0,92623.6485126
2034,111024.0,92620.6485126
2035,111021.0,92617.6485126
2036,111734.0,93330.6485126
