year,Base case cost,Modeled water and wastewater efficiency
2017,31144.4844443,40913.7698345
2018,32842.9423253,41594.6681569
2019,35039.7101434,42611.9127503
2020,36130.0642757,42909.4618128
2021,36862.3637238,42981.170155
2022,37431.6623753,42953.3217674
2023,37738.073462,42760.8025327
2024,37950.776825,42514.3729422
2025,38287.6401914,42358.9633562
2026,38690.9737935,42256.4655874
2027,38998.5019759,42100.4326681
2028,39312.1471802,41957.073598
2029,39463.2018105,41705.9647527
2030,39480.7244223,41376.7560691
2031,39791.0462808,41250.6424299
