year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,12792.71,141457.92,550831.13,18351.77,516626.84,417142.04
2018,14307.78,157618.73,595231.91,18535.16,521010.81,424421.21
2019,16300.18,179166.48,643492.38,18739.53,526856.11,427292.18
2020,17292.47,189940.35,669150.62,18837.6,529778.76,429662.51
2021,17956.42,197122.94,686256.11,18905.94,531727.2,431242.74
2022,18489.79,203108.42,696895.6,18941.87,533350.89,430645.61
2023,18792.31,206699.71,701744.97,18945.76,534325.11,429514.75
2024,19023.02,209692.46,697710.66,18927.76,535136.95,424406.18
2025,19364.47,213882.3,699936.37,18923.17,536273.54,421458.64
2026,19762.96,218670.69,703315.37,18928.01,537572.5,418621.24
2027,20063.85,222261.98,707620.38,18934.66,538546.71,417447.26
2028,20367.45,225853.27,711837.11,18944.7,539520.93,416266.29
2029,20610.73,230043.11,697572.11,18852.47,540657.52,405502.01
2030,20713.23,232437.3,682895.94,18767.49,541306.99,396276.47
2031,21058.61,237225.69,676867.28,18732.44,542605.95,389438.63
2032,21536.08,242612.63,687975.02,18776.5,544067.27,390487.45
2033,21980.03,247401.02,697848.58,18833.17,545366.23,391419.74
2034,22471.95,252787.95,708956.33,18889.91,546827.55,392468.56
2035,22720.88,255780.7,715127.3,18900.39,547639.4,393051.23
2036,23142.9,261167.63,713249.07,18898.16,549100.73,388188.55
2037,23313.34,264160.38,701847.95,18844.26,549912.57,380868.84
2038,23706.28,269547.31,699197.31,18821.98,551373.9,375944.98
2039,24029.42,273737.15,698355.45,18820.56,552510.48,372754.47
2040,24538.2,279722.64,705257.94,18857.85,554134.18,371861.34
