year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,59854.8569618,44292.5941517
2018,59854.8569618,44292.5941517
2019,59854.8569618,44292.5941517
2020,59854.8569618,44292.5941517
2021,59854.8569618,44292.5941517
2022,59854.8569618,44292.5941517
2023,59854.8569618,44292.5941517
2024,59854.8569618,44292.5941517
2025,59854.8569618,44292.5941517
2026,59854.8569618,44292.5941517
2027,59854.8569618,44292.5941517
2028,59854.8569618,44292.5941517
2029,59854.8569618,44292.5941517
2030,59854.8569618,44292.5941517
2031,59854.8569618,44292.5941517
