year,Base case cost,Modeled non-residential energy efficiency
2017,658084.757096,626220.741467
2018,678629.543624,643224.312537
2019,706022.592329,666752.483664
2020,719719.116681,677398.982728
2021,728850.132915,683786.945089
2022,736459.313111,688789.920586
2023,741024.821228,690969.276765
2024,744829.411326,692479.919773
2025,750155.837463,695476.78391
2026,756243.181619,699240.023051
2027,760808.689737,701612.413953
2028,765374.197854,704030.269421
2029,770700.623991,707211.225814
2030,773744.296069,708279.434709
2031,779831.640226,712264.793608
