year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,207800.0,192202.703887
2018,209279.0,193681.703887
2019,208543.0,192945.703887
2020,208541.0,192943.703887
2021,208541.0,192943.703887
2022,207799.0,192201.703887
2023,207055.0,191457.703887
2024,204835.0,189237.703887
2025,203350.0,187752.703887
2026,201868.0,186270.703887
2027,201124.0,185526.703887
2028,200382.0,184784.703887
2029,195931.0,180333.703887
2030,192223.0,176625.703887
2031,189258.0,173660.703887
2032,189256.0,173658.703887
2033,189260.0,173662.703887
2034,189261.0,173663.703887
2035,189256.0,173658.703887
2036,187036.0,171438.703887
