year,Base case diesel consumed,Modeled residential energy efficiency
2017,141810.162068,104167.116967
2018,143281.421963,105638.376862
2019,142545.792015,104902.746915
2020,142545.792015,104902.746915
2021,142545.792015,104902.746915
2022,141810.162068,104167.116967
2023,141074.532121,103431.48702
2024,138867.642278,101224.597178
2025,137396.382384,99753.3372832
2026,135925.122489,98282.0773885
2027,135189.492542,97546.4474411
2028,134453.862594,96810.8174938
2029,130040.08291,92397.0378096
2030,126361.933173,88718.8880729
2031,123419.413384,85776.3682834
2032,123419.413384,85776.3682834
2033,123419.413384,85776.3682834
2034,123419.413384,85776.3682834
2035,123419.413384,85776.3682834
2036,121212.523542,83569.4784414
