year,Base case cost,Modeled solar power (pv)
2016,397662.3868,426932.390913
2017,476187.762882,504330.79707
2018,535767.640422,563104.489519
2019,615991.997091,642236.22642
2020,657518.651729,683283.274396
2021,688152.961178,713610.248966
2022,710606.126915,735891.788779
2023,728544.524181,753726.545674
2024,744620.1132,769732.879516
2025,763371.066398,788384.660601
2026,784607.22667,809492.468939
2027,803742.150944,828533.077221
2028,820729.762689,845459.622596
2029,842827.480917,867436.508084
2030,858324.553516,882906.940592
2031,883481.606997,907917.513677
2032,906509.632288,930832.182195
2033,929773.159837,953984.940683
2034,955991.436233,980065.464597
2035,975431.343246,999458.513579
