year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,217437.33,10278.94,164989.75,208869.62
2018,218680.67,10340.68,164989.75,214308.15
2019,219997.14,10403.8,164989.75,219746.67
2020,221386.75,10467.96,164989.75,226272.9
2021,222703.22,10533.34,164989.75,231711.42
2022,224165.97,10600.39,164989.75,238237.65
2023,225555.58,10669.17,164989.75,244763.88
2024,227018.33,10739.59,164989.75,251290.11
2025,228554.21,10811.25,164989.75,257816.34
2026,230090.1,10884.07,164989.75,264342.57
2027,231625.98,10957.87,164989.75,270868.8
2028,233161.86,11032.79,164989.75,277395.03
2029,234770.89,11109.98,164989.75,285008.96
2030,236453.05,11188.47,164989.75,291535.19
2031,238135.2,11268.28,164989.75,299149.12
2032,239817.36,,,306763.06
2033,241499.52,,,314376.99
2034,243254.82,,,321990.92
2035,245083.25,,,329604.86
2036,246911.69,,,337218.79
