year,Base case cost,Modeled water and wastewater efficiency
2017,93629.2723434,111788.702938
2018,99001.0810313,115521.596607
2019,106116.939543,120465.005795
2020,109959.532773,123136.917316
2021,112914.589364,125193.004532
2022,115159.205198,126756.195393
2023,117061.599223,128082.035194
2024,118805.346917,129297.913746
2025,120769.191959,130666.655845
2026,122956.259196,132190.425076
2027,124977.349765,133599.093668
2028,126830.412592,134891.246788
2029,129120.853162,136487.152676
2030,130846.496092,137691.181085
2031,133404.817444,139473.247171
