year,Base case cost,Modeled diesel efficiency
2019,399377.739494,575804.280481
2020,422801.653834,592112.804139
2021,439198.393872,602149.845498
2022,450910.351042,608042.112547
2023,460279.916777,611916.377596
2024,467307.091079,613770.02818
2025,475505.461098,616794.683959
2026,486046.222551,622052.577477
2027,494244.59257,625282.382393
2028,501271.766872,627546.446331
2029,510641.332608,632036.620047
2030,516497.311193,633427.020591
2031,527038.072646,639168.499597
2032,537578.834099,645000.00275
2033,548119.595552,650919.420012
2034,559831.552722,657989.414543
2035,566858.727024,660884.356945
2036,577399.488477,667055.346087
2037,584426.662778,670112.122519
2038,596138.619948,677505.876098
