year,Base case diesel consumed,Modeled residential ashp
2017,11162.0892746,-62270.8468746
2018,10992.1062793,-62440.8298699
2019,10822.123284,-62610.8128652
2020,10822.123284,-62610.8128652
2021,10822.123284,-62610.8128652
2022,10822.123284,-62610.8128652
2023,10992.1062793,-62440.8298699
2024,10992.1062793,-62440.8298699
2025,10992.1062793,-62440.8298699
2026,10992.1062793,-62440.8298699
2027,10992.1062793,-62440.8298699
2028,10992.1062793,-62440.8298699
2029,10822.123284,-62610.8128652
2030,10822.123284,-62610.8128652
2031,10822.123284,-62610.8128652
