year,Base case cost,Modeled non-residential energy efficiency
2017,760964.67811,726999.241239
2018,800450.559008,761719.99915
2019,856495.03512,811468.436027
2020,881969.796989,833543.293748
2021,899802.130298,848717.309074
2022,912539.511233,859298.073865
2023,922729.41598,867593.192965
2024,930371.844541,873602.138956
2025,939288.011195,880786.614099
2026,950751.654036,890300.187919
2027,959667.820691,897526.079709
2028,967310.249252,903617.882227
2029,977500.153999,912037.34439
2030,983868.844467,917013.646771
2031,995332.487308,926624.849515
