year,Base case cost,Modeled residential energy efficiency
2017,134758.279031,126757.949298
2018,135085.322451,124813.324034
2019,146415.701692,133191.984774
2020,152234.004545,137309.314665
2021,155908.722137,139774.969958
2022,149001.736248,131805.792784
2023,150723.199079,132749.655815
2024,152444.66191,133702.045637
2025,154166.12474,134662.762402
2026,145989.942118,125596.035467
2027,147863.103462,126655.558705
2028,149468.670327,127524.20755
2029,140484.045391,117741.272889
2030,141725.437808,118329.681421
2031,143711.665676,119463.252835
2032,134434.471387,109340.45529
2033,136495.13379,110493.43731
2034,138555.796194,111653.145781
2035,139929.57113,112339.430624
2036,130089.383569,101611.272776
