year,Base case diesel consumed,Modeled non-residential ashp
2017,8582.46435952,-10075.0668382
2018,8582.46435952,-10075.0668382
2019,8582.46435952,-10075.0668382
2020,8582.46435952,-10075.0668382
2021,8582.46435952,-10075.0668382
2022,8582.46435952,-10075.0668382
2023,8582.46435952,-10075.0668382
2024,8582.46435952,-10075.0668382
2025,8582.46435952,-10075.0668382
2026,8582.46435952,-10075.0668382
2027,8582.46435952,-10075.0668382
2028,8582.46435952,-10075.0668382
2029,8582.46435952,-10075.0668382
2030,8582.46435952,-10075.0668382
2031,8582.46435952,-10075.0668382
