year,Base case diesel consumed,Modeled residential ashp
2017,2907.73778178,-15285.1331175
2018,2907.73778178,-15285.1331175
2019,2907.73778178,-15285.1331175
2020,2907.73778178,-15285.1331175
2021,2907.73778178,-15285.1331175
2022,2907.73778178,-15285.1331175
2023,2907.73778178,-15285.1331175
2024,2907.73778178,-15285.1331175
2025,2907.73778178,-15285.1331175
2026,2907.73778178,-15285.1331175
2027,2907.73778178,-15285.1331175
2028,2907.73778178,-15285.1331175
2029,2907.73778178,-15285.1331175
2030,2907.73778178,-15285.1331175
2031,2907.73778178,-15285.1331175
