year,Base case cost,Modeled water and wastewater efficiency
2017,52356.6430312,39148.8667152
2018,55786.9992406,41380.5536909
2019,60503.7845201,44484.1554812
2020,62754.9675048,45923.3613512
2021,64255.7761684,46856.1284071
2022,65434.9855114,47573.3058194
2023,66185.3815245,48004.4101688
2024,66828.5933285,48362.647304
2025,67686.2093342,48867.7605003
2026,68651.0275029,49446.8953344
2027,69401.4429729,49883.120685
2028,70044.6575639,50248.5415062
2029,71009.4787104,50832.9507449
2030,71545.4989778,51129.6234556
2031,72510.3222833,51717.1253619
