year,Base case cost,Modeled residential energy efficiency
2017,180875.333836,180840.726653
2018,191999.362091,190265.967805
2019,207294.900941,203421.985324
2020,214595.044483,209460.758258
2021,219461.806845,213340.993866
2022,223285.691557,216302.176941
2023,225719.072738,218034.119717
2024,227804.828036,219466.383167
2025,230585.8351,221528.534103
2026,233714.468046,223910.402065
2027,236147.849227,225681.95061
2028,238233.604525,227152.891572
2029,241362.237471,229562.749264
2030,243100.366886,230741.760068
2031,246228.999833,233169.201311
