year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,62191.7707212,46021.9103337
2018,62191.7707212,46021.9103337
2019,62191.7707212,46021.9103337
2020,62191.7707212,46021.9103337
2021,62191.7707212,46021.9103337
2022,62191.7707212,46021.9103337
2023,62191.7707212,46021.9103337
2024,62191.7707212,46021.9103337
2025,62191.7707212,46021.9103337
2026,62191.7707212,46021.9103337
2027,62191.7707212,46021.9103337
2028,62191.7707212,46021.9103337
2029,62191.7707212,46021.9103337
2030,62191.7707212,46021.9103337
2031,62191.7707212,46021.9103337
