year,Base case diesel consumed,Modeled non-residential ashp
2017,170454.055733,136626.431938
2018,171798.559491,137970.935695
2019,171798.559491,137970.935695
2020,173143.063248,139315.439453
2021,173143.063248,139315.439453
2022,174487.567006,140659.94321
2023,174487.567006,140659.94321
2024,174487.567006,140659.94321
2025,175832.070763,142004.446968
2026,175832.070763,142004.446968
2027,175832.070763,142004.446968
2028,175832.070763,142004.446968
2029,175832.070763,142004.446968
2030,175832.070763,142004.446968
2031,175832.070763,142004.446968
