year,population
2003,524.0
2004,475.0
2005,469.0
2006,448.0
2007,428.0
2008,432.0
2009,439.0
2010,479.0
2011,480.0
2012,481.0
2013,483.0
2014,485.0
2015,487.0
2016,489.0
2017,491.0
2018,493.0
2019,494.0
2020,496.0
2021,497.0
2022,499.0
2023,500.0
2024,501.0
2025,501.0
2026,501.0
2027,502.0
2028,502.0
2029,502.0
2030,501.0
2031,501.0
2032,501.0
2033,500.0
2034,500.0
2035,499.0
2036,498.0
2037,497.0
2038,496.0
2039,495.0
2040,494.0
