year,Base case cost,Modeled residential energy efficiency
2017,985337.572097,933480.478408
2018,1051450.53877,986771.691186
2019,1133124.60714,1050692.56187
2020,1180124.03523,1089308.5355
2021,1205261.70644,1109021.61852
2022,1234590.38431,1133911.99696
2023,1250702.71518,1146572.31717
2024,1262211.52294,1155615.40303
2025,1285080.92147,1175525.93528
2026,1303627.16361,1190127.02238
2027,1317536.84522,1201077.8377
2028,1329128.24656,1210203.51714
2029,1345356.20843,1222979.46835
2030,1356947.60977,1232105.14779
2031,1373175.57165,1244881.099
2032,1381903.12366,1249663.49597
2033,1400317.21608,1264132.43335
2034,1421033.07005,1280409.9879
2035,1432541.87782,1289453.07376
2036,1442926.96148,1295399.858
