year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,112758.745872,83441.471945
2018,112758.745872,83441.471945
2019,112758.745872,83441.471945
2020,112758.745872,83441.471945
2021,112758.745872,83441.471945
2022,112758.745872,83441.471945
2023,112758.745872,83441.471945
2024,112758.745872,83441.471945
2025,112758.745872,83441.471945
2026,112758.745872,83441.471945
2027,112758.745872,83441.471945
2028,112758.745872,83441.471945
2029,112758.745872,83441.471945
2030,112758.745872,83441.471945
2031,112758.745872,83441.471945
