year,Base case cost,Modeled non-residential energy efficiency
2017,1163834.98681,1116510.73535
2018,1229529.37175,1172747.07143
2019,1320490.82783,1250612.76754
2020,1363444.84876,1287382.67959
2021,1391238.627,1311174.97562
2022,1413978.99102,1330641.39965
2023,1431665.94081,1345781.95167
2024,1444299.47638,1356596.63169
2025,1459459.71906,1369574.24771
2026,1479673.37597,1386877.73573
2027,1494833.61864,1399855.35175
2028,1507467.15421,1410670.03176
2029,1525154.104,1425810.58379
2030,1537787.63957,1436625.2638
2031,1555474.58936,1451765.81582
