year,Base case cost,Modeled diesel efficiency
2019,3148804.18907,3686156.36059
2020,3322904.14537,3825125.75686
2021,3459302.59191,3930273.4739
2022,3544400.51526,3989226.16897
2023,3616229.29328,4036547.46772
2024,3660395.41319,4059142.24425
2025,3717416.3319,4093834.67603
2026,3785839.82525,4139294.91589
2027,3852324.33783,4183384.85831
2028,3892289.33275,4203749.36284
2029,3961267.96996,4250864.14076
2030,4002828.66827,4273418.9815
2031,4082471.69968,4330951.02294
2032,4157182.80077,4384348.02362
2033,4221177.21151,4428342.94169
2034,4298365.00517,4484664.23119
2035,4339843.90692,4508847.48713
2036,4419938.83081,4568453.20643
2037,4474318.79336,4604991.2467
2038,4550942.72713,4662053.38304
