year,annotation,Average Load
2003,,1944.0
2004,,2031.0
2005,,1942.0
2006,,1990.0
2007,,1963.0
2008,,1978.0
2009,,1962.0
2010,,2075.0
2011,,2057.0
2012,,2091.0
2013,,2087.0
2014,start of forecast,2105.0
2015,,2105.0
2016,,2101.0
2017,,2096.0
2018,,2089.0
2019,,2088.0
2020,,2086.0
2021,,2084.0
2022,,2081.0
2023,,2079.0
2024,,2075.0
2025,,2071.0
2026,,2067.0
2027,,2062.0
2028,,2057.0
2029,,2054.0
2030,,2049.0
2031,,2052.0
2032,,2045.0
2033,,2040.0
2034,,2035.0
2035,,2031.0
2036,,2028.0
2037,,2025.0
2038,,2020.0
2039,,2014.0
2040,,2013.0
