year,Base case diesel consumed,Modeled diesel efficiency
2019,65120.8404339,59200.7640308
2020,65120.8404339,59200.7640308
2021,65046.4166163,59133.1060148
2022,64971.9927986,59065.4479987
2023,64897.568981,58997.7899827
2024,64823.1451633,58930.1319667
2025,64748.7213457,58862.4739506
2026,64674.2975281,58794.8159346
2027,64599.8737104,58727.1579186
2028,64525.4498928,58659.4999025
2029,64525.4498928,58659.4999025
2030,64525.4498928,58659.4999025
2031,64525.4498928,58659.4999025
2032,64376.6022575,58524.1838705
2033,64302.1784399,58456.5258544
2034,64227.7546222,58388.8678384
2035,64153.3308046,58321.2098224
2036,64078.906987,58253.5518063
2037,64078.906987,58253.5518063
2038,64004.4831693,58185.8937903
