year,Base case cost,Modeled non-residential energy efficiency
2017,448918.532169,492387.245774
2018,481900.79325,519847.844653
2019,528530.886502,559679.446902
2020,550139.954106,576982.703709
2021,566062.424973,589205.419565
2022,577435.618449,597372.800913
2023,585396.853882,602510.082524
2024,592220.769968,606668.940989
2025,600182.005401,611901.079889
2026,610417.879529,619231.814979
2027,618379.114963,624554.416843
2028,625203.031048,628894.252119
2029,634301.585829,635329.540365
2030,639988.182567,638727.21165
2031,650224.056695,646271.189668
