year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20507.43,237781.78,134029.28,29913.97,211136.76,83990.9
2018,22281.92,258393.85,143817.94,31658.32,223506.95,88911.8
2019,24791.94,287535.05,157657.09,34128.25,240995.84,95868.94
2020,25953.1,301039.51,158849.43,35268.0,249100.45,96485.27
2021,26807.03,310990.16,163424.62,36103.86,255072.26,98798.36
2022,27414.55,318097.77,166692.61,36695.08,259337.85,100450.57
2023,27836.83,323073.1,163426.32,37101.81,262323.75,98860.98
2024,28198.5,327337.67,165322.67,37449.82,264883.1,99825.51
2025,28622.03,332312.99,161841.55,37859.76,267869.01,98146.61
2026,29168.99,338709.84,164589.41,38392.78,271708.04,99553.22
2027,29592.74,343685.17,166726.63,38803.43,274693.94,100647.25
2028,29954.68,347949.74,168558.53,39152.44,277253.29,101584.99
2029,30444.55,353635.83,171001.07,39635.18,280665.76,102835.31
2030,30749.32,357189.63,166458.2,39933.6,282798.55,100656.28
2031,31297.23,363586.48,169109.39,40469.17,286637.58,102022.71
2032,,,171760.58,,,103389.13
2033,,,168052.3,,,101674.5
2034,,,170890.66,,,103148.09
2035,,,166062.35,,,100879.76
2036,,,168793.3,,,102308.69
