year,Base case cost,Modeled residential energy efficiency
2017,218020.180849,225500.005042
2018,232729.747893,237243.325648
2019,253526.032335,254219.066924
2020,255334.703873,253829.605709
2021,262222.984952,258903.118717
2022,267143.185722,262318.610932
2023,262287.297699,256194.779185
2024,265148.179925,257878.33995
2025,259988.164448,251485.492694
2026,264142.630432,254278.351878
2027,267373.881753,256310.256783
2028,270143.525743,257969.56887
2029,273836.384396,260422.157117
2030,267114.4866,252693.971206
2031,271132.09523,255428.906074
2032,275149.70386,258178.535105
2033,269726.805973,251502.007378
2034,274038.751834,254501.478726
2035,266942.110871,246397.48071
2036,271101.993005,249271.937593
