year,Base case diesel consumed,Modeled residential ashp
2017,38663.6893994,4909.67477445
2018,38663.6893994,4909.67477445
2019,38663.6893994,4909.67477445
2020,37433.3631246,3679.34849963
2021,37433.3631246,3679.34849963
2022,37433.3631246,3679.34849963
2023,36203.0368498,2449.0222248
2024,36203.0368498,2449.0222248
2025,34972.710575,1218.69594998
2026,34972.710575,1218.69594998
2027,34972.710575,1218.69594998
2028,34972.710575,1218.69594998
2029,34972.710575,1218.69594998
2030,33742.3843001,0.0
2031,33742.3843001,0.0
