year,Base case cost,Modeled water and wastewater efficiency
2017,50421.4008109,40673.9468082
2018,53940.23629,43020.5786631
2019,58920.1910531,46392.1929736
2020,61221.0914456,47892.0357989
2021,62910.8869701,48966.844216
2022,64109.6278915,49700.5140826
2023,64938.6396804,50177.8625608
2024,65648.3245879,50574.1725883
2025,66481.7949007,51059.474527
2026,67561.7664913,51719.593191
2027,68396.1731911,52210.0895366
2028,69107.118528,52616.3494827
2029,70079.725828,53208.1898184
2030,70682.917164,53543.5546408
2031,71766.4000912,54216.8530749
