year,Base case cost,Modeled diesel efficiency
2019,180384.728002,363326.818459
2020,192757.687684,369902.915919
2021,201643.89151,373418.736445
2022,207910.376956,374659.929492
2023,212215.050568,374222.08565
2024,215861.073394,373287.449216
2025,220145.652575,373032.909254
2026,225713.298373,374042.050023
2027,229975.550409,373959.446264
2028,233582.128612,373373.526419
2029,238744.164603,374292.236336
2030,241970.437098,373539.615562
2031,247777.727588,375219.755908
2032,253000.046872,376452.460868
2033,258494.757328,378015.173625
2034,264618.349044,380230.045362
2035,268160.922763,380177.100284
2036,274257.721904,382522.900186
2037,277461.667254,382313.756724
2038,283539.86044,384790.733526
