year,Base case cost,Modeled non-residential energy efficiency
2017,1522370.33114,1518545.67753
2018,1611212.64335,1593962.37687
2019,1732959.51564,1699173.72929
2020,1792187.72378,1748094.10556
2021,1831673.19587,1779309.91354
2022,1861287.29994,1801723.81683
2023,1881030.03599,1815333.39602
2024,1897482.31603,1826073.04857
2025,1920515.50808,1842845.6084
2026,1943548.70014,1859712.06143
2027,1963291.43618,1873701.82643
2028,1983034.17223,1887781.1346
2029,2006067.36429,1904916.26814
2030,2019229.18832,1913231.65551
2031,2045552.83638,1933503.95839
