year,Base case cost,Modeled water and wastewater efficiency
2017,78045.4927244,90032.767739
2018,82442.9144107,92274.2007958
2019,88574.4441036,95740.6504659
2020,91563.1152692,97041.8189122
2021,93579.442836,97685.7840372
2022,95117.2115474,98015.1909365
2023,96167.9524462,98023.6454078
2024,97054.5800883,97935.0070678
2025,98254.3436911,98080.2241748
2026,99317.0026206,98144.6711122
2027,100324.079727,98187.5919893
2028,101315.723424,98234.9987755
2029,102518.489972,98444.6487309
2030,103226.209599,98325.0536082
2031,104434.255607,98565.5307162
