year,Base case cost,Modeled residential energy efficiency
2017,1247993.73546,1331070.68559
2018,1319720.38557,1394387.56154
2019,1416568.85007,1481157.41665
2020,1467548.61659,1525476.89613
2021,1497070.72555,1549473.71674
2022,1526369.8699,1573854.18178
2023,1548430.32072,1591600.68414
2024,1568136.97107,1607245.30468
2025,1585606.41028,1620376.3753
2026,1595622.79997,1626127.28589
2027,1618049.65453,1644535.33114
2028,1633023.45957,1655559.83944
2029,1650492.89878,1668972.37688
2030,1668200.33293,1683215.66793
2031,1680440.50885,1691354.48458
