year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,69072.2746299,51113.4832261
2018,69072.2746299,51113.4832261
2019,69072.2746299,51113.4832261
2020,69072.2746299,51113.4832261
2021,69072.2746299,51113.4832261
2022,69072.2746299,51113.4832261
2023,69072.2746299,51113.4832261
2024,69072.2746299,51113.4832261
2025,69072.2746299,51113.4832261
2026,69072.2746299,51113.4832261
2027,69072.2746299,51113.4832261
2028,69072.2746299,51113.4832261
2029,69072.2746299,51113.4832261
2030,69072.2746299,51113.4832261
2031,69072.2746299,51113.4832261
