year,Base case cost,Modeled diesel efficiency
2019,85535.2993048,244975.874179
2020,91312.2659523,250227.66204
2021,95437.8201369,253978.165845
2022,98146.9783969,256441.03699
2023,100340.206964,258434.881142
2024,101929.783198,259879.950446
2025,104115.944768,261867.370055
2026,106230.860402,263790.020631
2027,108409.954974,265771.015697
2028,109958.895972,267179.143877
2029,112402.426994,269400.535715
2030,113660.430302,270544.175085
2031,115986.779903,272659.038359
2032,118295.46201,274757.840274
2033,120983.995237,277201.96139
2034,123534.146052,279520.280312
2035,124996.516329,280849.707837
2036,127511.332155,283135.904043
2037,128680.114618,284198.433555
2038,131598.632682,286851.631795
