year,Base case diesel consumed,Modeled diesel efficiency
2019,27592.0320338,25083.6654853
2020,27503.694564,25003.3586945
2021,27503.694564,25003.3586945
2022,27415.3570941,24923.0519037
2023,27415.3570941,24923.0519037
2024,27327.0196242,24842.7451129
2025,27327.0196242,24842.7451129
2026,27238.6821544,24762.4383222
2027,27238.6821544,24762.4383222
2028,27150.3446845,24682.1315314
2029,27150.3446845,24682.1315314
2030,27062.0072147,24601.8247406
2031,26973.6697448,24521.5179498
2032,26885.332275,24441.2111591
2033,26885.332275,24441.2111591
2034,26796.9948051,24360.9043683
2035,26708.6573353,24280.5975775
2036,26620.3198654,24200.2907867
2037,26531.9823956,24119.983996
2038,26531.9823956,24119.983996
